kb_kyoden_search_1,kb_kyoden_search_2,no_haisyutu,nm_hpannounce,nm_houjin1,nm_houjin2,nm_kyoten,cd_ken,nm_ken,ad_address1,ad_address2,ad_address3,nm_address,nm_address_search,no_tel,ad_latitude,ad_longitude,map_url
1,1,9900019973,,杉並区,井草地域区民センター,杉並区　井草地域区民センター,13,東京都,杉並区,下井草５−７−２２,,東京都杉並区下井草５−７−２２,東京都杉並区下井草５−７−２２,03-3301-7720,35.7205810546875,139.6168975830078,https://map.yahoo.co.jp/search?q=東京都杉並区下井草５−７−２２
1,1,9900019974,,杉並区,永福和泉地域区民センター,杉並区　永福和泉地域区民センター,13,東京都,杉並区,和泉３−８−１８,,東京都杉並区和泉３−８−１８,東京都杉並区和泉３−８−１８,03-5300-9411,35.67586135864258,139.6460723876953,https://map.yahoo.co.jp/search?q=東京都杉並区和泉３−８−１８
1,1,9900019976,,杉並区,高井戸地域区民センター,杉並区　高井戸地域区民センター,13,東京都,杉並区,高井戸東３−７−５,高井戸市民センター,東京都杉並区高井戸東３−７−５高井戸市民センター,東京都杉並区高井戸東３−７−５,03-3331-7841,35.683448791503906,139.61595153808594,https://map.yahoo.co.jp/search?q=東京都杉並区高井戸東３−７−５
1,1,9900019977,,杉並区,西荻地域区民センター,杉並区　西荻地域区民センター,13,東京都,杉並区,桃井４−３−２,,東京都杉並区桃井４−３−２,東京都杉並区桃井４−３−２,03-3301-0811,35.71222686767578,139.6022186279297,https://map.yahoo.co.jp/search?q=東京都杉並区桃井４−３−２
1,1,9900029010,,柳泉園組合,,柳泉園組合　,13,東京都,東久留米市,下里４−３−１０,,東京都東久留米市下里４−３−１０,東京都東久留米市下里４−３−１０,042-470-1555,35.75446319580078,139.49424743652344,https://map.yahoo.co.jp/search?q=東京都東久留米市下里４−３−１０
1,1,9900029030,,瑞穂町,みずほリサイクルプラザ,瑞穂町　みずほリサイクルプラザ,13,東京都,西多摩郡,瑞穂町大字箱根ケ崎１７２３,,東京都西多摩郡瑞穂町大字箱根ケ崎１７２３,東京都西多摩郡瑞穂町大字箱根ケ崎１７２３,042-557-5364,35.76836013793945,139.34320068359375,https://map.yahoo.co.jp/search?q=東京都西多摩郡瑞穂町大字箱根ケ崎１７２３
1,1,9900029124,,調布市,北部公民館,調布市　北部公民館,13,東京都,調布市,柴崎２−５−１８,,東京都調布市柴崎２−５−１８,東京都調布市柴崎２−５−１８,042-488-2698,35.66111373901367,139.5628662109375,https://map.yahoo.co.jp/search?q=東京都調布市柴崎２−５−１８
1,1,9900029161,,杉並区,高円寺地域区民センター,杉並区　高円寺地域区民センター,13,東京都,杉並区,梅里１−２２−３２,セシオン杉並,東京都杉並区梅里１−２２−３２セシオン杉並,東京都杉並区梅里１−２２−３２,03-3317-6611,35.69663619995117,139.654296875,https://map.yahoo.co.jp/search?q=東京都杉並区梅里１−２２−３２
1,1,9900029199,,【離島】大島町,水道環境課　生活環境係,【離島】大島町　水道環境課　生活環境係,13,東京都,大島町,元町１−１−１４,,東京都大島町元町１−１−１４,東京都大島町元町１−１−１４,04992-2-1478,34.750118255615234,139.35528564453125,https://map.yahoo.co.jp/search?q=東京都大島町元町１−１−１４
1,1,9900029285,,文京区,リサイクル清掃課,文京区　リサイクル清掃課,13,東京都,文京区,春日１−１６−２１　文京シビックセンター１７階,リサイクル清掃課　窓口,東京都文京区春日１−１６−２１　文京シビックセンター１７階リサイクル清掃課　窓口,東京都文京区春日１−１６−２１　文京シビックセンター１７階,03-5803-1184,35.708335876464844,139.75241088867188,https://map.yahoo.co.jp/search?q=東京都文京区春日１−１６−２１　文京シビックセンター１７階
1,1,9900029286,,文京区,播磨坂清掃事業所,文京区　播磨坂清掃事業所,13,東京都,文京区,小石川５−４０−２１　２階窓口,,東京都文京区小石川５−４０−２１　２階窓口,東京都文京区小石川５−４０−２１　２階窓口,03-5803-7751,35.7171516418457,139.7429656982422,https://map.yahoo.co.jp/search?q=東京都文京区小石川５−４０−２１　２階窓口
1,1,9900029288,,中野区,リサイクル展示室,中野区　リサイクル展示室,13,東京都,中野区,松が丘１−６−３,,東京都中野区松が丘１−６−３,東京都中野区松が丘１−６−３,03-3228-5555,35.71760940551758,139.6694793701172,https://map.yahoo.co.jp/search?q=東京都中野区松が丘１−６−３
1,1,9900029289,,文京区,文京清掃事務所,文京区　文京清掃事務所,13,東京都,文京区,後楽１−７−２９,,東京都文京区後楽１−７−２９,東京都文京区後楽１−７−２９,03-3813-6661,35.705326080322266,139.74755859375,https://map.yahoo.co.jp/search?q=東京都文京区後楽１−７−２９
1,1,9900029465,,杉並区,大宮前体育館,杉並区　大宮前体育館,13,東京都,杉並区,南荻窪２ー１ー１,,東京都杉並区南荻窪２ー１ー１,東京都杉並区南荻窪２ー１ー１,03-3334-4618,35.696514,139.61058,https://map.yahoo.co.jp/search?q=東京都杉並区南荻窪２ー１ー１
